0,1,131,132,70,104,seq.avi
1,1,136,134,69,105,seq.avi
2,1,140,132,69,106,seq.avi
3,1,146,130,68,105,seq.avi
4,1,152,132,67,105,seq.avi
5,1,158,130,62,108,seq.avi
6,1,168,127,58,110,seq.avi
7,1,172,127,54,112,seq.avi
8,1,177,128,51,114,seq.avi
9,1,181,125,50,113,seq.avi
10,1,185,126,50,113,seq.avi
11,1,188,125,51,113,seq.avi
12,1,190,125,53,113,seq.avi
13,1,190,126,56,113,seq.avi
14,1,191,125,57,114,seq.avi
15,1,194,125,58,116,seq.avi
16,1,197,124,59,116,seq.avi
17,1,204,124,58,115,seq.avi
18,1,209,124,57,116,seq.avi
19,1,213,124,56,116,seq.avi
20,1,215,121,55,115,seq.avi
21,1,220,122,54,116,seq.avi
22,1,225,121,52,116,seq.avi
23,1,227,122,52,115,seq.avi
24,1,230,124,52,114,seq.avi
25,1,233,123,53,115,seq.avi
26,1,237,124,54,115,seq.avi
27,1,239,123,55,114,seq.avi
28,1,240,123,56,114,seq.avi
29,1,242,123,57,115,seq.avi
30,1,245,122,57,116,seq.avi
31,1,249,121,57,118,seq.avi
32,1,253,120,55,118,seq.avi
33,1,261,117,53,119,seq.avi
34,1,264,118,51,118,seq.avi
35,1,272,115,49,118,seq.avi
36,1,275,116,47,118,seq.avi
37,1,282,114,45,119,seq.avi
38,1,284,113,45,118,seq.avi
39,1,287,114,47,117,seq.avi
40,1,290,117,49,116,seq.avi
41,1,292,119,51,115,seq.avi
42,1,293,119,53,114,seq.avi
43,1,295,122,55,114,seq.avi
44,1,297,123,55,115,seq.avi
45,1,299,124,55,114,seq.avi
46,1,303,123,54,113,seq.avi
47,1,307,126,53,114,seq.avi
48,1,316,120,52,113,seq.avi
49,1,323,120,52,113,seq.avi
50,1,324,121,51,113,seq.avi
51,1,325,120,51,113,seq.avi
52,1,327,119,51,112,seq.avi
53,1,329,120,52,111,seq.avi
54,1,330,120,53,111,seq.avi
55,1,333,120,54,111,seq.avi
56,1,335,120,55,113,seq.avi
57,1,336,121,56,114,seq.avi
58,1,340,121,57,115,seq.avi
59,1,344,118,56,114,seq.avi
60,1,348,120,55,115,seq.avi
61,1,352,121,52,114,seq.avi
62,1,357,121,50,115,seq.avi
63,1,361,121,48,114,seq.avi
64,1,364,119,47,112,seq.avi
65,1,369,119,46,112,seq.avi
66,1,373,116,45,112,seq.avi
67,1,377,118,45,112,seq.avi
68,1,379,117,47,111,seq.avi
69,1,382,116,48,111,seq.avi
70,1,386,117,50,111,seq.avi
71,1,389,120,51,110,seq.avi
72,1,390,121,52,110,seq.avi
73,1,393,124,52,110,seq.avi
74,1,396,122,52,110,seq.avi
75,1,402,119,52,110,seq.avi
76,1,407,118,52,109,seq.avi
77,1,407,116,50,112,seq.avi
78,1,415,111,50,113,seq.avi
79,1,417,110,50,114,seq.avi
80,1,419,108,49,116,seq.avi
81,1,420,106,48,117,seq.avi
82,1,421,106,47,117,seq.avi
83,1,427,104,47,118,seq.avi
84,1,430,104,49,118,seq.avi
85,1,431,103,50,119,seq.avi
86,1,431,102,52,120,seq.avi
87,1,431,99,54,122,seq.avi
88,1,431,99,55,123,seq.avi
89,1,432,100,55,124,seq.avi
90,1,434,99,55,125,seq.avi
91,1,438,97,55,123,seq.avi
92,1,440,96,54,124,seq.avi
93,1,444,97,53,123,seq.avi
94,1,449,97,52,120,seq.avi
95,1,455,98,51,120,seq.avi
96,1,460,99,50,118,seq.avi
97,1,466,103,49,117,seq.avi
98,1,469,103,49,115,seq.avi
99,1,471,105,49,114,seq.avi
100,1,474,106,49,114,seq.avi
101,1,476,105,49,114,seq.avi
102,1,479,104,50,115,seq.avi
103,1,481,103,50,116,seq.avi
104,1,484,103,51,119,seq.avi
105,1,488,101,51,120,seq.avi
106,1,491,99,50,121,seq.avi
107,1,492,96,50,123,seq.avi
108,1,493,96,49,123,seq.avi
109,1,496,97,48,123,seq.avi
110,1,499,97,48,123,seq.avi
111,1,501,96,48,122,seq.avi
112,1,502,95,47,121,seq.avi
113,1,504,96,48,120,seq.avi
114,1,506,96,49,119,seq.avi
115,1,508,97,49,118,seq.avi
116,1,508,97,49,116,seq.avi
117,1,509,96,49,116,seq.avi
118,1,511,97,49,115,seq.avi
119,1,512,95,48,114,seq.avi
120,1,515,94,47,114,seq.avi
121,1,517,92,46,114,seq.avi
122,1,521,90,45,114,seq.avi
123,1,524,88,44,114,seq.avi
124,1,527,85,44,114,seq.avi
125,1,530,86,44,114,seq.avi
126,1,533,87,44,114,seq.avi
127,1,535,87,45,114,seq.avi
128,1,535,86,45,113,seq.avi
129,1,537,88,46,112,seq.avi
130,1,539,89,46,112,seq.avi
131,1,542,88,46,112,seq.avi
132,1,543,87,46,111,seq.avi
133,1,546,88,46,111,seq.avi
134,1,548,86,46,111,seq.avi
135,1,549,83,45,111,seq.avi
136,1,552,82,44,111,seq.avi
137,1,553,83,44,111,seq.avi
138,1,555,80,43,111,seq.avi
139,1,556,80,42,112,seq.avi
140,1,557,76,42,113,seq.avi
141,1,559,76,41,114,seq.avi
142,1,561,76,40,114,seq.avi
143,1,564,76,41,115,seq.avi
144,1,565,74,41,115,seq.avi
145,1,565,74,42,115,seq.avi
146,1,566,73,43,116,seq.avi
147,1,567,74,44,116,seq.avi
148,1,567,74,44,115,seq.avi
149,1,567,72,44,115,seq.avi
150,1,568,71,44,115,seq.avi
151,1,569,69,44,116,seq.avi
152,1,569,67,44,116,seq.avi
153,1,570,65,44,116,seq.avi
154,1,571,64,44,117,seq.avi
155,1,570,63,44,116,seq.avi
156,1,570,62,44,116,seq.avi
157,1,573,61,45,115,seq.avi
158,1,570,62,45,116,seq.avi
159,1,571,62,45,116,seq.avi
160,1,571,61,45,116,seq.avi
161,1,570,62,45,116,seq.avi
162,1,570,63,46,116,seq.avi
163,1,571,62,46,116,seq.avi
164,1,570,62,46,117,seq.avi
165,1,573,59,47,117,seq.avi
166,1,571,59,47,118,seq.avi
167,1,570,58,47,117,seq.avi
168,1,571,58,47,116,seq.avi
169,1,571,56,46,115,seq.avi
170,1,571,55,46,116,seq.avi
171,1,570,55,45,117,seq.avi
172,1,570,55,45,118,seq.avi
173,1,570,54,46,118,seq.avi
174,1,569,53,46,118,seq.avi
175,1,570,52,46,119,seq.avi
176,1,570,53,47,120,seq.avi
177,1,570,53,47,120,seq.avi
178,1,569,51,47,120,seq.avi
179,1,568,48,47,120,seq.avi
180,1,572,46,47,120,seq.avi
181,1,570,45,46,123,seq.avi
182,1,570,41,45,123,seq.avi
183,1,570,44,44,122,seq.avi
184,1,570,40,44,121,seq.avi
185,1,569,37,44,121,seq.avi
186,1,569,39,44,120,seq.avi
187,1,569,37,44,120,seq.avi
188,1,569,38,44,118,seq.avi
189,1,568,37,45,117,seq.avi
190,1,567,37,45,116,seq.avi
191,1,568,41,44,115,seq.avi
192,1,569,40,44,115,seq.avi
193,1,567,42,44,115,seq.avi
194,1,568,39,44,115,seq.avi
195,1,567,39,44,116,seq.avi
196,1,566,34,44,116,seq.avi
197,1,566,32,44,114,seq.avi
198,1,566,32,43,115,seq.avi
199,1,566,30,43,116,seq.avi
200,1,566,28,42,117,seq.avi
201,1,565,27,42,118,seq.avi
202,1,565,24,42,119,seq.avi
203,1,565,18,41,122,seq.avi
204,1,565,14,41,125,seq.avi
205,1,564,13,41,126,seq.avi
206,1,565,12,42,128,seq.avi
207,1,564,13,42,129,seq.avi
208,1,563,11,42,131,seq.avi
209,1,563,10,42,132,seq.avi
210,1,564,6,43,135,seq.avi
211,1,564,4,44,137,seq.avi
212,1,563,2,45,137,seq.avi
213,1,563,1,46,136,seq.avi
214,1,562,0,46,136,seq.avi
215,1,563,1,46,136,seq.avi
216,1,563,1,46,135,seq.avi
217,1,563,1,46,134,seq.avi
218,1,562,4,46,132,seq.avi
219,1,562,4,46,131,seq.avi
220,1,561,4,45,130,seq.avi
221,1,562,5,45,128,seq.avi
222,1,562,6,45,129,seq.avi
223,1,562,5,44,128,seq.avi
224,1,562,6,44,128,seq.avi
225,1,562,7,44,127,seq.avi
226,1,562,6,44,126,seq.avi
227,1,562,6,44,124,seq.avi
228,1,562,4,45,121,seq.avi
229,1,561,5,45,118,seq.avi
230,1,560,7,45,116,seq.avi
231,1,560,7,44,115,seq.avi
232,1,559,9,44,113,seq.avi
233,1,558,7,44,112,seq.avi
234,1,558,9,43,111,seq.avi
235,1,558,7,43,110,seq.avi
236,1,558,9,43,109,seq.avi
237,1,557,9,43,108,seq.avi
238,1,557,11,42,108,seq.avi
239,1,556,9,42,107,seq.avi
240,1,554,9,42,106,seq.avi
241,1,556,10,41,104,seq.avi
242,1,556,11,41,104,seq.avi
243,1,556,9,41,103,seq.avi
244,1,556,9,41,102,seq.avi
245,1,555,7,41,101,seq.avi
246,1,555,6,41,101,seq.avi
247,1,554,5,41,101,seq.avi
248,1,554,5,41,101,seq.avi
249,1,554,5,40,100,seq.avi
250,1,554,4,40,100,seq.avi
251,1,555,6,41,100,seq.avi
252,1,555,6,40,99,seq.avi
253,1,555,5,41,100,seq.avi
254,1,554,5,41,100,seq.avi
255,1,553,5,40,100,seq.avi
256,1,553,5,40,100,seq.avi
257,1,554,3,40,99,seq.avi
258,1,553,3,39,99,seq.avi
259,1,553,3,39,98,seq.avi
260,1,552,2,39,99,seq.avi
261,1,553,1,39,99,seq.avi
262,1,553,0,39,99,seq.avi
263,1,551,0,40,98,seq.avi
264,1,551,1,41,97,seq.avi
265,1,550,-1,41,96,seq.avi
266,1,551,-1,42,96,seq.avi
267,1,550,1,44,96,seq.avi
268,1,550,0,45,96,seq.avi
269,1,550,0,45,96,seq.avi
270,1,549,0,47,95,seq.avi
271,1,549,0,48,94,seq.avi
